feedback_id,customer_name,feedback,date,product,clean_feedback,sentiment,confidence_score,month
2859,Anitha,Nothing special,2025-06-10,Smart Watch,nothing special,positive,0.3571428571428571,2025-06
2860,Karthik,Support team was very helpful,2025-12-08,Smart Watch,support team very helpful,positive,0.2,2025-12
2861,Manoj,Acceptable performance,2025-09-04,E-commerce,acceptable performance,neutral,0.0,2025-09
2862,Anitha,Excellent quality and very satisfied,2025-08-26,Mobile App,excellent quality very satisfied,positive,0.825,2025-08
2863,Anitha,Support team was very helpful,2025-01-23,E-commerce,support team very helpful,positive,0.2,2025-01
2864,Sneha,Acceptable performance,2025-04-02,E-commerce,acceptable performance,neutral,0.0,2025-04
2865,Anitha,Acceptable performance,2025-09-28,Laptop,acceptable performance,neutral,0.0,2025-09
2866,Pooja,Great service and fast delivery,2025-03-06,Laptop,great service fast delivery,positive,0.5,2025-03
2867,Arun,Okay for the price,2025-12-13,Mobile,okay price,positive,0.5,2025-12
2868,Pooja,Support team was very helpful,2025-08-16,Mobile App,support team very helpful,positive,0.2,2025-08
2869,Divya,Excellent quality and very satisfied,2025-02-21,Mobile,excellent quality very satisfied,positive,0.825,2025-02
2870,Manoj,Worst product ever,2025-02-09,Smart Watch,worst product ever,negative,-1.0,2025-02
2871,Anitha,Support team was very helpful,2025-03-29,Banking App,support team very helpful,positive,0.2,2025-03
2872,Sneha,Decent product,2025-08-03,Headphones,decent product,positive,0.1666666666666666,2025-08
2873,Sneha,Acceptable performance,2025-10-28,Internet Service,acceptable performance,neutral,0.0,2025-10
2874,Manoj,Nothing special,2025-03-04,Headphones,nothing special,positive,0.3571428571428571,2025-03
2875,Karthik,Average experience,2025-07-20,Mobile App,average experience,negative,-0.15,2025-07
2876,Priya,Average experience,2025-03-01,Mobile,average experience,negative,-0.15,2025-03
2877,Rahul,Poor quality and waste of money,2025-01-24,Mobile,poor quality waste money,negative,-0.3,2025-01
2878,Rahul,Excellent quality and very satisfied,2025-03-07,Laptop,excellent quality very satisfied,positive,0.825,2025-03
2879,Suresh,Decent product,2025-05-15,Headphones,decent product,positive,0.1666666666666666,2025-05
2880,Manoj,Worst product ever,2025-05-07,Laptop,worst product ever,negative,-1.0,2025-05
2881,Divya,Worst product ever,2025-03-02,Mobile,worst product ever,negative,-1.0,2025-03
2882,Sneha,Great service and fast delivery,2025-02-16,Headphones,great service fast delivery,positive,0.5,2025-02
2883,Sneha,Poor quality and waste of money,2025-06-13,Banking App,poor quality waste money,negative,-0.3,2025-06
2884,Priya,Very happy with the product,2025-07-12,Mobile App,very happy product,positive,1.0,2025-07
2885,Anitha,Average experience,2025-11-04,Mobile App,average experience,negative,-0.15,2025-11
2886,Arun,Poor quality and waste of money,2025-12-23,Laptop,poor quality waste money,negative,-0.3,2025-12
2887,Priya,Great service and fast delivery,2025-10-31,Laptop,great service fast delivery,positive,0.5,2025-10
2888,Suresh,"Amazing experience, highly recommend",2025-06-24,Laptop,amazing experience highly recommend,positive,0.38,2025-06
2889,Sneha,Delivery was too late,2025-06-24,Mobile,delivery too late,negative,-0.3,2025-06
2890,Suresh,Delivery was too late,2025-06-15,Smart Watch,delivery too late,negative,-0.3,2025-06
2891,Pooja,Delivery was too late,2025-04-10,Laptop,delivery too late,negative,-0.3,2025-04
2892,Manoj,Delivery was too late,2025-10-11,Mobile,delivery too late,negative,-0.3,2025-10
2893,Sneha,"Amazing experience, highly recommend",2025-03-28,Smart Watch,amazing experience highly recommend,positive,0.38,2025-03
2894,Sneha,Customer support did not respond,2025-03-10,Internet Service,customer support did respond,neutral,0.0,2025-03
2895,Anitha,Decent product,2025-07-09,Mobile App,decent product,positive,0.1666666666666666,2025-07
2896,Suresh,Customer support did not respond,2025-03-07,Mobile App,customer support did respond,neutral,0.0,2025-03
2897,Sneha,Acceptable performance,2025-03-11,Mobile,acceptable performance,neutral,0.0,2025-03
2898,Pooja,Customer support did not respond,2025-08-25,Mobile,customer support did respond,neutral,0.0,2025-08
2899,Rahul,Worst product ever,2025-09-23,Internet Service,worst product ever,negative,-1.0,2025-09
2900,Sneha,Excellent quality and very satisfied,2025-03-01,Laptop,excellent quality very satisfied,positive,0.825,2025-03
2901,Priya,Decent product,2025-06-15,Internet Service,decent product,positive,0.1666666666666666,2025-06
2902,Karthik,Delivery was too late,2025-09-11,Internet Service,delivery too late,negative,-0.3,2025-09
2903,Manoj,Very happy with the product,2025-10-15,Mobile App,very happy product,positive,1.0,2025-10
2904,Sneha,Great service and fast delivery,2025-11-09,E-commerce,great service fast delivery,positive,0.5,2025-11
2905,Arun,Decent product,2025-08-10,Mobile,decent product,positive,0.1666666666666666,2025-08
2906,Rahul,Nothing special,2025-08-03,Laptop,nothing special,positive,0.3571428571428571,2025-08
2907,Karthik,Acceptable performance,2025-12-29,Banking App,acceptable performance,neutral,0.0,2025-12
2908,Priya,Excellent quality and very satisfied,2025-05-09,Mobile App,excellent quality very satisfied,positive,0.825,2025-05
2909,Pooja,Decent product,2025-07-02,Mobile App,decent product,positive,0.1666666666666666,2025-07
2910,Anitha,Excellent quality and very satisfied,2025-07-08,Banking App,excellent quality very satisfied,positive,0.825,2025-07
2911,Suresh,Delivery was too late,2025-02-01,Smart Watch,delivery too late,negative,-0.3,2025-02
2912,Pooja,Decent product,2025-10-13,Headphones,decent product,positive,0.1666666666666666,2025-10
2913,Divya,Great service and fast delivery,2025-04-27,Internet Service,great service fast delivery,positive,0.5,2025-04
2914,Divya,Poor quality and waste of money,2025-06-24,Banking App,poor quality waste money,negative,-0.3,2025-06
2915,Priya,Very happy with the product,2025-07-19,Mobile,very happy product,positive,1.0,2025-07
2916,Sneha,Acceptable performance,2025-02-19,Smart Watch,acceptable performance,neutral,0.0,2025-02
2917,Rahul,Decent product,2025-07-15,Internet Service,decent product,positive,0.1666666666666666,2025-07
2918,Sneha,Very happy with the product,2025-05-21,Headphones,very happy product,positive,1.0,2025-05
2919,Divya,Poor quality and waste of money,2025-08-09,Mobile App,poor quality waste money,negative,-0.3,2025-08
2920,Arun,Worst product ever,2025-12-09,Mobile App,worst product ever,negative,-1.0,2025-12
2921,Suresh,"Amazing experience, highly recommend",2025-06-27,Laptop,amazing experience highly recommend,positive,0.38,2025-06
2922,Pooja,Okay for the price,2025-09-08,Banking App,okay price,positive,0.5,2025-09
2923,Sneha,Support team was very helpful,2025-02-09,Smart Watch,support team very helpful,positive,0.2,2025-02
2924,Anitha,Decent product,2025-04-17,Internet Service,decent product,positive,0.1666666666666666,2025-04
2925,Pooja,Support team was very helpful,2025-07-08,Smart Watch,support team very helpful,positive,0.2,2025-07
2926,Pooja,Delivery was too late,2025-08-16,Laptop,delivery too late,negative,-0.3,2025-08
2927,Priya,Average experience,2025-12-24,Smart Watch,average experience,negative,-0.15,2025-12
2928,Sneha,Average experience,2025-08-21,Internet Service,average experience,negative,-0.15,2025-08
2929,Priya,Acceptable performance,2025-02-04,Banking App,acceptable performance,neutral,0.0,2025-02
2930,Sneha,Poor quality and waste of money,2025-07-10,Laptop,poor quality waste money,negative,-0.3,2025-07
2931,Divya,"Amazing experience, highly recommend",2025-01-28,Mobile,amazing experience highly recommend,positive,0.38,2025-01
2932,Manoj,Average experience,2025-03-09,Mobile App,average experience,negative,-0.15,2025-03
2933,Anitha,Customer support did not respond,2025-03-09,Mobile App,customer support did respond,neutral,0.0,2025-03
2934,Sneha,"Amazing experience, highly recommend",2025-07-03,Mobile App,amazing experience highly recommend,positive,0.38,2025-07
2935,Karthik,Very happy with the product,2025-07-29,Smart Watch,very happy product,positive,1.0,2025-07
2936,Karthik,Average experience,2025-03-15,Smart Watch,average experience,negative,-0.15,2025-03
2937,Sneha,Poor quality and waste of money,2025-11-04,Mobile App,poor quality waste money,negative,-0.3,2025-11
2938,Arun,Delivery was too late,2025-01-25,Laptop,delivery too late,negative,-0.3,2025-01
2939,Sneha,Poor quality and waste of money,2025-04-04,Headphones,poor quality waste money,negative,-0.3,2025-04
2940,Sneha,Great service and fast delivery,2025-11-17,E-commerce,great service fast delivery,positive,0.5,2025-11
2941,Suresh,Okay for the price,2025-05-11,Laptop,okay price,positive,0.5,2025-05
2942,Karthik,Customer support did not respond,2025-07-28,Smart Watch,customer support did respond,neutral,0.0,2025-07
2943,Rahul,Very bad experience and disappointed,2025-08-18,Mobile App,very bad experience disappointed,negative,-0.8299999999999998,2025-08
2944,Karthik,Excellent quality and very satisfied,2025-08-20,Smart Watch,excellent quality very satisfied,positive,0.825,2025-08
2945,Divya,Worst product ever,2025-07-19,Internet Service,worst product ever,negative,-1.0,2025-07
2946,Arun,Worst product ever,2025-04-08,Mobile App,worst product ever,negative,-1.0,2025-04
2947,Sneha,Poor quality and waste of money,2025-12-04,E-commerce,poor quality waste money,negative,-0.3,2025-12
2948,Karthik,Very bad experience and disappointed,2025-11-12,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-11
2949,Pooja,Average experience,2025-08-14,Headphones,average experience,negative,-0.15,2025-08
2950,Priya,Average experience,2025-01-16,Headphones,average experience,negative,-0.15,2025-01
2951,Karthik,Support team was very helpful,2025-06-19,Headphones,support team very helpful,positive,0.2,2025-06
2952,Pooja,Nothing special,2025-12-31,Headphones,nothing special,positive,0.3571428571428571,2025-12
2953,Karthik,Nothing special,2025-05-24,Mobile App,nothing special,positive,0.3571428571428571,2025-05
2954,Arun,Worst product ever,2025-05-08,E-commerce,worst product ever,negative,-1.0,2025-05
2955,Sneha,Delivery was too late,2025-12-01,Mobile,delivery too late,negative,-0.3,2025-12
2956,Divya,Okay for the price,2025-07-08,Laptop,okay price,positive,0.5,2025-07
2957,Anitha,Worst product ever,2025-10-10,Laptop,worst product ever,negative,-1.0,2025-10
2958,Anitha,Very bad experience and disappointed,2025-03-23,Mobile,very bad experience disappointed,negative,-0.8299999999999998,2025-03
2959,Pooja,Support team was very helpful,2025-09-22,Internet Service,support team very helpful,positive,0.2,2025-09
2960,Manoj,Worst product ever,2025-01-15,Smart Watch,worst product ever,negative,-1.0,2025-01
2961,Pooja,Very bad experience and disappointed,2025-10-28,Headphones,very bad experience disappointed,negative,-0.8299999999999998,2025-10
2962,Rahul,Nothing special,2025-03-01,Banking App,nothing special,positive,0.3571428571428571,2025-03
2963,Divya,Customer support did not respond,2025-12-15,Mobile App,customer support did respond,neutral,0.0,2025-12
2964,Priya,Decent product,2025-03-03,Laptop,decent product,positive,0.1666666666666666,2025-03
2965,Manoj,Delivery was too late,2025-07-12,Headphones,delivery too late,negative,-0.3,2025-07
2966,Suresh,Acceptable performance,2025-05-28,Headphones,acceptable performance,neutral,0.0,2025-05
2967,Manoj,"Amazing experience, highly recommend",2025-08-03,Smart Watch,amazing experience highly recommend,positive,0.38,2025-08
2968,Sneha,Delivery was too late,2025-11-10,Headphones,delivery too late,negative,-0.3,2025-11
2969,Rahul,"Amazing experience, highly recommend",2025-12-02,Banking App,amazing experience highly recommend,positive,0.38,2025-12
2970,Sneha,Nothing special,2025-10-15,Internet Service,nothing special,positive,0.3571428571428571,2025-10
2971,Sneha,Great service and fast delivery,2025-10-16,Banking App,great service fast delivery,positive,0.5,2025-10
2972,Rahul,Great service and fast delivery,2025-05-07,Internet Service,great service fast delivery,positive,0.5,2025-05
2973,Divya,Average experience,2025-02-17,Headphones,average experience,negative,-0.15,2025-02
2974,Anitha,Support team was very helpful,2025-11-10,Mobile App,support team very helpful,positive,0.2,2025-11
2975,Divya,Customer support did not respond,2025-12-26,Banking App,customer support did respond,neutral,0.0,2025-12
2976,Manoj,Support team was very helpful,2025-06-09,Laptop,support team very helpful,positive,0.2,2025-06
2977,Anitha,Delivery was too late,2025-04-03,Mobile,delivery too late,negative,-0.3,2025-04
2978,Priya,Acceptable performance,2025-12-13,Smart Watch,acceptable performance,neutral,0.0,2025-12
2979,Rahul,Decent product,2025-08-20,Mobile,decent product,positive,0.1666666666666666,2025-08
2980,Pooja,Support team was very helpful,2025-05-16,Laptop,support team very helpful,positive,0.2,2025-05
2981,Manoj,Delivery was too late,2025-12-04,E-commerce,delivery too late,negative,-0.3,2025-12
2982,Karthik,"Amazing experience, highly recommend",2025-12-06,Internet Service,amazing experience highly recommend,positive,0.38,2025-12
2983,Karthik,Poor quality and waste of money,2025-11-16,Laptop,poor quality waste money,negative,-0.3,2025-11
2984,Priya,Nothing special,2025-08-01,Banking App,nothing special,positive,0.3571428571428571,2025-08
2985,Arun,Nothing special,2025-01-01,Headphones,nothing special,positive,0.3571428571428571,2025-01
2986,Arun,Average experience,2025-03-12,Mobile,average experience,negative,-0.15,2025-03
2987,Manoj,Customer support did not respond,2025-03-12,Internet Service,customer support did respond,neutral,0.0,2025-03
2988,Arun,Worst product ever,2025-10-17,Mobile App,worst product ever,negative,-1.0,2025-10
2989,Sneha,Nothing special,2025-02-18,Mobile App,nothing special,positive,0.3571428571428571,2025-02
2990,Pooja,Support team was very helpful,2025-02-20,Mobile,support team very helpful,positive,0.2,2025-02
2991,Priya,Decent product,2025-07-13,Laptop,decent product,positive,0.1666666666666666,2025-07
2992,Priya,Acceptable performance,2025-04-29,Mobile,acceptable performance,neutral,0.0,2025-04
2993,Pooja,Very happy with the product,2025-04-04,E-commerce,very happy product,positive,1.0,2025-04
2994,Anitha,"Amazing experience, highly recommend",2025-11-07,Mobile App,amazing experience highly recommend,positive,0.38,2025-11
2995,Sneha,Customer support did not respond,2025-10-15,Internet Service,customer support did respond,neutral,0.0,2025-10
2996,Rahul,Excellent quality and very satisfied,2025-06-26,Internet Service,excellent quality very satisfied,positive,0.825,2025-06
2997,Suresh,Okay for the price,2025-02-18,Mobile App,okay price,positive,0.5,2025-02
2998,Sneha,Okay for the price,2025-11-09,Internet Service,okay price,positive,0.5,2025-11
2999,Karthik,Delivery was too late,2025-03-21,Headphones,delivery too late,negative,-0.3,2025-03
3000,Suresh,"Amazing experience, highly recommend",2025-03-15,E-commerce,amazing experience highly recommend,positive,0.38,2025-03
3001,Rahul,Okay for the price,2025-02-21,E-commerce,okay price,positive,0.5,2025-02
3002,Divya,Support team was very helpful,2025-04-03,E-commerce,support team very helpful,positive,0.2,2025-04
3003,Priya,Customer support did not respond,2025-09-27,Laptop,customer support did respond,neutral,0.0,2025-09
3004,Rahul,Decent product,2025-11-19,Smart Watch,decent product,positive,0.1666666666666666,2025-11
3005,Karthik,Nothing special,2025-02-19,Mobile,nothing special,positive,0.3571428571428571,2025-02
3006,Sneha,Acceptable performance,2025-01-07,Mobile App,acceptable performance,neutral,0.0,2025-01
3007,Sneha,"Amazing experience, highly recommend",2025-04-23,Mobile,amazing experience highly recommend,positive,0.38,2025-04
3008,Sneha,Acceptable performance,2025-02-10,Headphones,acceptable performance,neutral,0.0,2025-02
3009,Manoj,Decent product,2025-02-12,Internet Service,decent product,positive,0.1666666666666666,2025-02
3010,Manoj,Support team was very helpful,2025-11-01,Smart Watch,support team very helpful,positive,0.2,2025-11
3011,Priya,Average experience,2025-08-10,Banking App,average experience,negative,-0.15,2025-08
3012,Anitha,"Amazing experience, highly recommend",2025-06-23,E-commerce,amazing experience highly recommend,positive,0.38,2025-06
3013,Sneha,Very happy with the product,2025-01-06,E-commerce,very happy product,positive,1.0,2025-01
3014,Karthik,Poor quality and waste of money,2025-09-04,Headphones,poor quality waste money,negative,-0.3,2025-09
3015,Sneha,Okay for the price,2025-09-07,Banking App,okay price,positive,0.5,2025-09
3016,Sneha,Excellent quality and very satisfied,2025-09-24,Headphones,excellent quality very satisfied,positive,0.825,2025-09
3017,Karthik,Acceptable performance,2025-04-02,Smart Watch,acceptable performance,neutral,0.0,2025-04
3018,Rahul,Support team was very helpful,2025-12-17,Banking App,support team very helpful,positive,0.2,2025-12
3019,Arun,Customer support did not respond,2025-04-14,Banking App,customer support did respond,neutral,0.0,2025-04
3020,Karthik,Poor quality and waste of money,2025-01-28,Internet Service,poor quality waste money,negative,-0.3,2025-01
3021,Priya,Very bad experience and disappointed,2025-11-22,Headphones,very bad experience disappointed,negative,-0.8299999999999998,2025-11
3022,Divya,Very bad experience and disappointed,2025-05-31,Internet Service,very bad experience disappointed,negative,-0.8299999999999998,2025-05
3023,Rahul,"Amazing experience, highly recommend",2025-01-12,Headphones,amazing experience highly recommend,positive,0.38,2025-01
3024,Pooja,Very happy with the product,2025-12-15,Mobile,very happy product,positive,1.0,2025-12
3025,Suresh,Very happy with the product,2025-07-19,Headphones,very happy product,positive,1.0,2025-07
3026,Sneha,Acceptable performance,2025-03-28,Laptop,acceptable performance,neutral,0.0,2025-03
3027,Priya,Acceptable performance,2025-09-22,Headphones,acceptable performance,neutral,0.0,2025-09
3028,Priya,Average experience,2025-03-07,Headphones,average experience,negative,-0.15,2025-03
3029,Divya,Nothing special,2025-03-21,Headphones,nothing special,positive,0.3571428571428571,2025-03
3030,Pooja,Okay for the price,2025-07-01,Internet Service,okay price,positive,0.5,2025-07
3031,Divya,Okay for the price,2025-07-25,Headphones,okay price,positive,0.5,2025-07
3032,Manoj,Support team was very helpful,2025-07-10,Smart Watch,support team very helpful,positive,0.2,2025-07
3033,Arun,Excellent quality and very satisfied,2025-05-19,Mobile,excellent quality very satisfied,positive,0.825,2025-05
3034,Rahul,Okay for the price,2025-07-01,E-commerce,okay price,positive,0.5,2025-07
3035,Priya,Worst product ever,2025-06-21,Laptop,worst product ever,negative,-1.0,2025-06
3036,Priya,Delivery was too late,2025-12-31,Laptop,delivery too late,negative,-0.3,2025-12
3037,Anitha,"Amazing experience, highly recommend",2025-05-29,Laptop,amazing experience highly recommend,positive,0.38,2025-05
3038,Karthik,Okay for the price,2025-05-09,Smart Watch,okay price,positive,0.5,2025-05
3039,Pooja,Average experience,2025-04-20,Headphones,average experience,negative,-0.15,2025-04
3040,Pooja,Poor quality and waste of money,2025-09-28,Internet Service,poor quality waste money,negative,-0.3,2025-09
3041,Manoj,"Amazing experience, highly recommend",2025-12-12,Headphones,amazing experience highly recommend,positive,0.38,2025-12
3042,Rahul,Decent product,2025-03-30,E-commerce,decent product,positive,0.1666666666666666,2025-03
3043,Priya,Great service and fast delivery,2025-10-30,Headphones,great service fast delivery,positive,0.5,2025-10
3044,Pooja,Average experience,2025-08-30,Mobile,average experience,negative,-0.15,2025-08
3045,Divya,Okay for the price,2025-08-26,Headphones,okay price,positive,0.5,2025-08
3046,Anitha,Delivery was too late,2025-04-16,Smart Watch,delivery too late,negative,-0.3,2025-04
3047,Manoj,Acceptable performance,2025-02-26,Laptop,acceptable performance,neutral,0.0,2025-02
3048,Sneha,Customer support did not respond,2025-09-22,Headphones,customer support did respond,neutral,0.0,2025-09
3049,Anitha,Okay for the price,2025-03-22,Smart Watch,okay price,positive,0.5,2025-03
3050,Suresh,Worst product ever,2025-08-08,Headphones,worst product ever,negative,-1.0,2025-08
3051,Sneha,Okay for the price,2025-11-14,Laptop,okay price,positive,0.5,2025-11
3052,Arun,Worst product ever,2025-07-21,Laptop,worst product ever,negative,-1.0,2025-07
3053,Suresh,Great service and fast delivery,2025-08-23,Mobile App,great service fast delivery,positive,0.5,2025-08
3054,Manoj,Okay for the price,2025-11-23,Laptop,okay price,positive,0.5,2025-11
3055,Arun,Customer support did not respond,2025-10-04,Smart Watch,customer support did respond,neutral,0.0,2025-10
3056,Rahul,Delivery was too late,2025-04-23,Laptop,delivery too late,negative,-0.3,2025-04
3057,Sneha,Average experience,2025-08-20,Mobile,average experience,negative,-0.15,2025-08
3058,Rahul,Worst product ever,2025-12-16,Internet Service,worst product ever,negative,-1.0,2025-12
3059,Manoj,Customer support did not respond,2025-02-27,Smart Watch,customer support did respond,neutral,0.0,2025-02
3060,Suresh,Support team was very helpful,2025-07-13,Internet Service,support team very helpful,positive,0.2,2025-07
3061,Suresh,Poor quality and waste of money,2025-01-22,Laptop,poor quality waste money,negative,-0.3,2025-01
3062,Divya,Delivery was too late,2025-09-04,Internet Service,delivery too late,negative,-0.3,2025-09
3063,Pooja,Very bad experience and disappointed,2025-09-22,Laptop,very bad experience disappointed,negative,-0.8299999999999998,2025-09
3064,Pooja,Very bad experience and disappointed,2025-10-19,Mobile App,very bad experience disappointed,negative,-0.8299999999999998,2025-10
3065,Karthik,Great service and fast delivery,2025-06-13,Mobile,great service fast delivery,positive,0.5,2025-06
3066,Rahul,Delivery was too late,2025-03-04,Laptop,delivery too late,negative,-0.3,2025-03
3067,Suresh,Delivery was too late,2025-07-02,Headphones,delivery too late,negative,-0.3,2025-07
3068,Arun,Great service and fast delivery,2025-06-24,Laptop,great service fast delivery,positive,0.5,2025-06
3069,Manoj,Decent product,2025-01-20,Mobile App,decent product,positive,0.1666666666666666,2025-01
3070,Priya,Great service and fast delivery,2025-09-13,Banking App,great service fast delivery,positive,0.5,2025-09
3071,Divya,Nothing special,2025-07-20,Headphones,nothing special,positive,0.3571428571428571,2025-07
3072,Arun,Excellent quality and very satisfied,2025-08-21,Mobile,excellent quality very satisfied,positive,0.825,2025-08
3073,Karthik,Poor quality and waste of money,2025-10-04,E-commerce,poor quality waste money,negative,-0.3,2025-10
3074,Suresh,Delivery was too late,2025-03-15,Internet Service,delivery too late,negative,-0.3,2025-03
3075,Arun,Delivery was too late,2025-12-04,Smart Watch,delivery too late,negative,-0.3,2025-12
3076,Pooja,Great service and fast delivery,2025-04-05,Smart Watch,great service fast delivery,positive,0.5,2025-04
3077,Pooja,Delivery was too late,2025-12-10,Mobile,delivery too late,negative,-0.3,2025-12
3078,Pooja,Customer support did not respond,2025-01-06,Headphones,customer support did respond,neutral,0.0,2025-01
3079,Divya,Average experience,2025-10-02,Mobile App,average experience,negative,-0.15,2025-10
3080,Karthik,Poor quality and waste of money,2025-04-01,Laptop,poor quality waste money,negative,-0.3,2025-04
3081,Arun,Poor quality and waste of money,2025-08-07,Smart Watch,poor quality waste money,negative,-0.3,2025-08
3082,Karthik,Average experience,2025-11-25,Laptop,average experience,negative,-0.15,2025-11
3083,Suresh,Delivery was too late,2025-04-23,Internet Service,delivery too late,negative,-0.3,2025-04
3084,Anitha,Worst product ever,2025-12-20,Internet Service,worst product ever,negative,-1.0,2025-12
3085,Sneha,Delivery was too late,2025-04-07,Banking App,delivery too late,negative,-0.3,2025-04
3086,Karthik,Customer support did not respond,2025-10-28,E-commerce,customer support did respond,neutral,0.0,2025-10
3087,Arun,Acceptable performance,2025-06-01,Mobile,acceptable performance,neutral,0.0,2025-06
3088,Manoj,Very happy with the product,2025-08-20,Banking App,very happy product,positive,1.0,2025-08
3089,Suresh,Decent product,2025-01-19,Headphones,decent product,positive,0.1666666666666666,2025-01
3090,Pooja,Okay for the price,2025-05-26,Internet Service,okay price,positive,0.5,2025-05
3091,Suresh,"Amazing experience, highly recommend",2025-09-02,Banking App,amazing experience highly recommend,positive,0.38,2025-09
3092,Arun,"Amazing experience, highly recommend",2025-09-20,Laptop,amazing experience highly recommend,positive,0.38,2025-09
3093,Divya,Delivery was too late,2025-10-09,Banking App,delivery too late,negative,-0.3,2025-10
3094,Pooja,Delivery was too late,2025-11-05,Smart Watch,delivery too late,negative,-0.3,2025-11
3095,Suresh,Worst product ever,2025-03-02,Mobile App,worst product ever,negative,-1.0,2025-03
3096,Anitha,Delivery was too late,2025-03-08,Mobile,delivery too late,negative,-0.3,2025-03
3097,Divya,Average experience,2025-09-23,Internet Service,average experience,negative,-0.15,2025-09
3098,Anitha,Okay for the price,2025-10-12,Banking App,okay price,positive,0.5,2025-10
3099,Manoj,"Amazing experience, highly recommend",2025-10-05,Banking App,amazing experience highly recommend,positive,0.38,2025-10
3100,Rahul,Acceptable performance,2025-06-02,Laptop,acceptable performance,neutral,0.0,2025-06
3101,Priya,Delivery was too late,2025-09-02,Headphones,delivery too late,negative,-0.3,2025-09
3102,Divya,Delivery was too late,2025-08-11,Headphones,delivery too late,negative,-0.3,2025-08
3103,Manoj,Customer support did not respond,2025-03-17,Headphones,customer support did respond,neutral,0.0,2025-03
3104,Divya,Excellent quality and very satisfied,2025-11-19,Banking App,excellent quality very satisfied,positive,0.825,2025-11
3105,Sneha,Great service and fast delivery,2025-06-22,Laptop,great service fast delivery,positive,0.5,2025-06
3106,Karthik,Poor quality and waste of money,2025-11-07,Laptop,poor quality waste money,negative,-0.3,2025-11
3107,Sneha,Very bad experience and disappointed,2025-04-10,Internet Service,very bad experience disappointed,negative,-0.8299999999999998,2025-04
3108,Rahul,Acceptable performance,2025-11-05,Banking App,acceptable performance,neutral,0.0,2025-11
3109,Divya,"Amazing experience, highly recommend",2025-10-27,Smart Watch,amazing experience highly recommend,positive,0.38,2025-10
3110,Priya,Very happy with the product,2025-10-12,Mobile App,very happy product,positive,1.0,2025-10
3111,Suresh,Customer support did not respond,2025-02-15,Banking App,customer support did respond,neutral,0.0,2025-02
3112,Arun,Very happy with the product,2025-10-25,Mobile,very happy product,positive,1.0,2025-10
3113,Sneha,Very happy with the product,2025-07-11,Mobile App,very happy product,positive,1.0,2025-07
3114,Divya,Poor quality and waste of money,2025-04-26,Mobile,poor quality waste money,negative,-0.3,2025-04
3115,Anitha,Delivery was too late,2025-10-31,Headphones,delivery too late,negative,-0.3,2025-10
3116,Karthik,Acceptable performance,2025-04-06,Mobile App,acceptable performance,neutral,0.0,2025-04
3117,Divya,Excellent quality and very satisfied,2025-10-30,Headphones,excellent quality very satisfied,positive,0.825,2025-10
3118,Sneha,Acceptable performance,2025-09-29,Mobile App,acceptable performance,neutral,0.0,2025-09
3119,Divya,Poor quality and waste of money,2025-09-08,Banking App,poor quality waste money,negative,-0.3,2025-09
3120,Rahul,Customer support did not respond,2025-02-23,Mobile App,customer support did respond,neutral,0.0,2025-02
3121,Anitha,"Amazing experience, highly recommend",2025-06-10,Mobile,amazing experience highly recommend,positive,0.38,2025-06
3122,Pooja,Okay for the price,2025-11-17,Mobile App,okay price,positive,0.5,2025-11
3123,Divya,"Amazing experience, highly recommend",2025-02-05,Mobile,amazing experience highly recommend,positive,0.38,2025-02
3124,Suresh,Very bad experience and disappointed,2025-03-06,E-commerce,very bad experience disappointed,negative,-0.8299999999999998,2025-03
3125,Anitha,Excellent quality and very satisfied,2025-11-01,Mobile,excellent quality very satisfied,positive,0.825,2025-11
3126,Suresh,Support team was very helpful,2025-12-31,Smart Watch,support team very helpful,positive,0.2,2025-12
3127,Manoj,Support team was very helpful,2025-05-02,Smart Watch,support team very helpful,positive,0.2,2025-05
3128,Priya,Average experience,2025-12-20,Mobile,average experience,negative,-0.15,2025-12
3129,Suresh,Great service and fast delivery,2025-05-27,Mobile,great service fast delivery,positive,0.5,2025-05
3130,Priya,Average experience,2025-10-21,Mobile App,average experience,negative,-0.15,2025-10
3131,Arun,Delivery was too late,2025-06-26,Smart Watch,delivery too late,negative,-0.3,2025-06
3132,Karthik,Delivery was too late,2025-08-18,Internet Service,delivery too late,negative,-0.3,2025-08
3133,Pooja,Average experience,2025-12-02,Headphones,average experience,negative,-0.15,2025-12
3134,Pooja,Worst product ever,2025-09-08,Mobile App,worst product ever,negative,-1.0,2025-09
3135,Pooja,Support team was very helpful,2025-01-22,Smart Watch,support team very helpful,positive,0.2,2025-01
3136,Suresh,Average experience,2025-06-19,Mobile,average experience,negative,-0.15,2025-06
3137,Pooja,Nothing special,2025-12-17,Mobile,nothing special,positive,0.3571428571428571,2025-12
3138,Manoj,Very happy with the product,2025-01-22,E-commerce,very happy product,positive,1.0,2025-01
3139,Arun,Nothing special,2025-09-02,Mobile App,nothing special,positive,0.3571428571428571,2025-09
3140,Anitha,Poor quality and waste of money,2025-12-20,Headphones,poor quality waste money,negative,-0.3,2025-12
3141,Divya,"Amazing experience, highly recommend",2025-06-17,Mobile App,amazing experience highly recommend,positive,0.38,2025-06
3142,Karthik,Customer support did not respond,2025-12-10,Headphones,customer support did respond,neutral,0.0,2025-12
3143,Priya,Delivery was too late,2025-07-09,Laptop,delivery too late,negative,-0.3,2025-07
